Date,Product,Subproduct,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,Zip,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
08/06/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,NY,14750,,N/A,Referral,08/08/2013,Closed with explanation,Yes,No,482074
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,GA,30260,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,475541
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,GA,30663,,N/A,Referral,08/05/2013,Closed with explanation,Yes,Yes,471409
08/06/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,Encore Capital Group,TX,75098,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,481628
07/31/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,NY,11778,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,454537
07/31/2013,Credit card,,Billing disputes,,,,Bank of America,FL,32774,,N/A,Referral,08/05/2013,Closed with explanation,Yes,Yes,471413
07/31/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,MD,20781,,N/A,Referral,08/02/2013,Closed with explanation,Yes,Yes,471426
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,92656,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,479594
07/22/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,95376,,N/A,Phone,07/30/2013,Closed with explanation,Yes,No,463525
08/06/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,"TransUnion Intermediate Holdings, Inc.",IL,60631,,N/A,Web,08/06/2013,Closed with explanation,Yes,No,481632
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,91364,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,471328
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,90807,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,471416
07/31/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,HSBC North America Holdings Inc.,CO,80162,,N/A,Referral,10/16/2013,Closed with explanation,Yes,No,471418
07/22/2013,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,,"Citizens Financial Group, Inc.",NY,14215,,N/A,Web,07/24/2013,Closed with monetary relief,Yes,No,458998
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MN,55044,,N/A,Referral,08/05/2013,Closed with monetary relief,Yes,Yes,471427
07/31/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,JPMorgan Chase & Co.,NJ,07666,,N/A,Web,08/02/2013,Closed with non-monetary relief,Yes,No,471432
07/31/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Wells Fargo & Company,LA,70737,"Older American, Servicemember",N/A,Phone,08/05/2013,Closed with non-monetary relief,Yes,No,471429
08/06/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,TN,37122,Servicemember,N/A,Web,08/07/2013,Closed with explanation,Yes,No,481656
07/22/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CO,80222,,N/A,Web,07/24/2013,Closed with explanation,Yes,No,463582
07/22/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,TX,76036,Servicemember,N/A,Phone,07/24/2013,Closed with explanation,Yes,No,463588
08/06/2013,Credit card,,Billing disputes,,,,TD Bank US Holding Company,FL,33428,,N/A,Web,08/06/2013,Closed with monetary relief,Yes,No,481664
07/31/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,HSBC North America Holdings Inc.,NY,11238,,N/A,Web,08/06/2013,Closed with explanation,Yes,No,468000
08/06/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,92626,,N/A,Web,08/08/2013,Closed with explanation,Yes,No,482132
08/06/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,PA,18360,,N/A,Phone,08/07/2013,Closed with explanation,Yes,No,481678
07/22/2013,Credit card,,Closing/Cancelling account,,,,Bank of America,DE,19711,,N/A,Web,07/22/2013,Closed with non-monetary relief,Yes,No,475566
07/22/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,NY,11950,,N/A,Web,07/23/2013,Closed with explanation,Yes,No,463565
08/06/2013,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,U.S. Bancorp,CA,91307,,N/A,Web,08/06/2013,Closed with explanation,Yes,No,481688
08/06/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",IL,60005,,N/A,Web,08/06/2013,Closed with explanation,Yes,No,481691
08/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,TCF National Bank,IL,60619,,N/A,Web,08/05/2013,Closed with non-monetary relief,Yes,No,475473
07/23/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,32068,,N/A,Web,07/23/2013,Closed with explanation,Yes,No,463616
08/01/2013,Money transfers,Domestic (US) money transfer,Incorrect/missing disclosures or info,,,,JPMorgan Chase & Co.,CA,90043,,N/A,Web,07/31/2013,Closed with monetary relief,Yes,No,471461
08/06/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Santander Bank US,NJ,08753,,N/A,Postal mail,08/07/2013,Closed with explanation,Yes,No,480843
08/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,NH,03101,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,471470
07/23/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,Encore Capital Group,LA,70814,,N/A,Web,07/22/2013,Closed with explanation,Yes,Yes,463635
07/23/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33032,,N/A,Web,07/23/2013,Closed with explanation,Yes,Yes,463636
08/06/2013,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,,,Bank of America,NC,28348,Older American,N/A,Phone,08/08/2013,Closed with explanation,Yes,No,482419
08/01/2013,Credit card,,Cash advance,,,,Amex,CA,94533,,N/A,Web,07/31/2013,Closed with explanation,Yes,Yes,474002
08/01/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,CA,95348,,N/A,Web,08/02/2013,Closed with monetary relief,Yes,No,471471
07/23/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",NY,12208,,N/A,Web,07/29/2013,Closed with explanation,Yes,No,480414
07/23/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,"SunTrust Banks, Inc.",GA,30062,,N/A,Web,07/24/2013,Closed with explanation,Yes,No,463640
07/23/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NJ,08302,Servicemember,N/A,Web,07/25/2013,Closed with explanation,Yes,No,463641
08/01/2013,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,,PNC Bank N.A.,CA,92591,,N/A,Web,08/06/2013,Closed with explanation,Yes,No,471476
08/01/2013,Credit card,,Closing/Cancelling account,,,,Capital One,CA,91355,Older American,N/A,Web,07/31/2013,Closed with explanation,Yes,No,471488
07/23/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,CA,92651,,N/A,Web,07/24/2013,Closed with explanation,Yes,No,463655
07/23/2013,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,,,BMW Financial Services,CA,92530,,N/A,Web,07/24/2013,Closed with explanation,Yes,No,472477
08/01/2013,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,NJ,07424,,N/A,Web,08/01/2013,Closed with non-monetary relief,Yes,No,471492
08/06/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Specialized Loan Servicing LLC,WA,98225,,N/A,Web,08/09/2013,Closed,Yes,No,481738
08/06/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,DC,92544,,N/A,Referral,08/12/2013,Closed with explanation,Yes,No,482402
07/23/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",IL,60639,,N/A,Web,07/25/2013,Closed with monetary relief,Yes,No,463669
07/23/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,WA,98388,,N/A,Web,07/23/2013,Closed with explanation,Yes,No,463670
08/01/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,ERC,LA,70130,,N/A,Web,09/05/2013,Closed with non-monetary relief,Yes,No,471496
08/01/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,ID,83672,,N/A,Web,08/05/2013,Closed with explanation,Yes,No,471504
08/01/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Citibank,WA,99212,,N/A,Referral,08/02/2013,Closed with non-monetary relief,Yes,No,471510
07/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,TX,76308,,N/A,Referral,07/24/2013,Closed with explanation,Yes,No,463716
07/23/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,WA,98668,,N/A,Referral,07/24/2013,Closed with explanation,Yes,No,463705
07/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,WA,98321,,N/A,Referral,07/25/2013,Closed with explanation,Yes,No,463682
07/23/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,UT,84111,,N/A,Referral,07/24/2013,Closed with explanation,Yes,No,462160
07/23/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,IL,61008,,N/A,Referral,07/24/2013,Closed with explanation,Yes,No,463683
08/06/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,FL,34761,,N/A,Web,08/09/2013,Closed with explanation,Yes,Yes,481768
07/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,90069,,N/A,Referral,07/24/2013,Closed with monetary relief,Yes,No,463685
07/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MN,56560,,N/A,Referral,07/25/2013,Closed with explanation,Yes,No,463687
07/23/2013,Credit card,,Billing disputes,,,,Bank of America,VA,20151,,N/A,Referral,07/25/2013,Closed with explanation,Yes,Yes,463688
08/01/2013,Mortgage,Other mortgage,Other,,,,Ocwen,NY,11516,,N/A,Postal mail,08/05/2013,Closed with explanation,Yes,No,474839
08/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,VA,20171,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,455881
08/01/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33777,,N/A,Web,08/05/2013,Closed with explanation,Yes,No,471530
07/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,IL,60510,,N/A,Referral,07/24/2013,Closed with explanation,Yes,No,463689
07/23/2013,Mortgage,Other mortgage,Other,,,,JPMorgan Chase & Co.,AL,35808,,N/A,Referral,07/24/2013,Closed with explanation,Yes,No,463691
07/23/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,CA,95437,,N/A,Referral,07/24/2013,Closed with explanation,Yes,Yes,463693
07/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,DC,20017,,N/A,Referral,07/25/2013,Closed with explanation,Yes,No,463751
08/06/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Flagstar Bank,CO,80027,,N/A,Web,08/08/2013,Closed with monetary relief,Yes,No,481789
08/01/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Citibank,MO,63108,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,473158
08/06/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,77065,,N/A,Postal mail,09/05/2013,Closed with non-monetary relief,Yes,No,482150
08/01/2013,Money transfers,Domestic (US) money transfer,Other transaction issues,,,,The Western Union Company,KS,66502,,N/A,Web,08/01/2013,Closed with explanation,Yes,No,471534
07/23/2013,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,"Portfolio Recovery Associates, Inc.",CA,95060,,N/A,Web,07/23/2013,Closed with explanation,Yes,Yes,463699
07/23/2013,Credit card,,APR or interest rate,,,,Synchrony Financial,MD,21794,,N/A,Referral,07/26/2013,Closed with explanation,Yes,No,463702
07/23/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Wells Fargo & Company,VA,22150,,N/A,Postal mail,08/01/2013,Closed with explanation,Yes,No,463723
08/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,PA,19140,,N/A,Web,08/05/2013,Closed with non-monetary relief,Yes,No,471539
08/06/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,BMO Harris,IL,60680,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,481827
08/01/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,CA,95409,,N/A,Web,08/05/2013,Closed with explanation,Yes,No,464653
07/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,GA,30228,,N/A,Phone,07/25/2013,Closed with explanation,Yes,No,463742
07/23/2013,Debt collection,Credit card,Communication tactics,Called after sent written cease of comm,,,Citibank,NY,14468,,N/A,Postal mail,07/31/2013,Closed with non-monetary relief,Yes,No,458524
08/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MD,21237,,N/A,Phone,08/05/2013,Closed with explanation,Yes,No,471560
07/23/2013,Credit card,,Other,,,,Capital One,NH,03110,,N/A,Web,07/23/2013,Closed with explanation,Yes,Yes,463752
08/06/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,"SunTrust Banks, Inc.",TN,37909,,N/A,Referral,08/08/2013,Closed with explanation,Yes,No,482407
07/23/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,"TransUnion Intermediate Holdings, Inc.",GA,30214,,N/A,Postal mail,08/19/2013,Closed with explanation,Yes,Yes,475511
08/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,32221,,N/A,Web,08/05/2013,Closed with explanation,Yes,No,471580
07/23/2013,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,,Bank of America,FL,34205,,N/A,Web,07/24/2013,Closed with explanation,Yes,No,454548
08/01/2013,Consumer Loan,Installment loan,Taking out the loan or lease,,,,Wells Fargo & Company,SC,29229,,N/A,Web,08/05/2013,Closed with explanation,Yes,Yes,471587
08/06/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,92626,,N/A,Web,08/13/2013,Closed with explanation,Yes,No,482133
08/06/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,AZ,85338,,N/A,Web,08/08/2013,Closed with explanation,Yes,No,481849
07/23/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,"Citizens Financial Group, Inc.",MA,02184,,N/A,Web,07/24/2013,Closed with explanation,Yes,No,463768
07/23/2013,Credit card,,Other,,,,JPMorgan Chase & Co.,CA,91941,,N/A,Web,07/23/2013,Closed with explanation,Yes,No,475145
08/06/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",NJ,07621,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,481857
08/06/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Wells Fargo & Company,FL,32765,,N/A,Web,08/08/2013,Closed with explanation,Yes,No,481861
07/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,MI,48382,,N/A,Fax,07/25/2013,Closed with explanation,Yes,No,454653
08/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33026,,N/A,Web,08/05/2013,Closed with non-monetary relief,Yes,No,471617
07/23/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,34120,Older American,N/A,Phone,07/24/2013,Closed with explanation,Yes,No,463804
08/06/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Regions Financial Corporation,MS,39212,,N/A,Referral,08/09/2013,Closed,Yes,No,482413
08/01/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MA,01960,,N/A,Web,08/05/2013,Closed with explanation,Yes,Yes,475211
08/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,FL,33460,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,471625
07/23/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"Focused Recovery Solutions, Inc.",VA,23831,,N/A,Web,08/05/2013,Closed with non-monetary relief,Yes,No,463818
07/23/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",FL,33141,,N/A,Postal mail,07/29/2013,Closed with explanation,Yes,No,463820
08/01/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,CA,95126,,N/A,Web,08/05/2013,Closed with explanation,Yes,No,471653
08/01/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,Citibank,IL,60425,,N/A,Web,01/09/2014,Closed with explanation,Yes,No,471655
07/23/2013,Credit card,,Late fee,,,,Capital One,AR,72015,,N/A,Web,07/23/2013,Closed with monetary relief,Yes,No,463829
08/01/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,WA,98053,,N/A,Web,08/06/2013,Closed with explanation,Yes,Yes,454838
07/23/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,GA,30253,,N/A,Web,07/23/2013,Closed with non-monetary relief,Yes,No,457178
08/01/2013,Mortgage,FHA mortgage,Settlement process and costs,,,,Prospect Mortgage,FL,33469,,N/A,Web,08/05/2013,Closed with explanation,Yes,Yes,471663
07/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NY,11779,,N/A,Referral,07/24/2013,Closed with explanation,Yes,No,464221
07/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,95842,,N/A,Referral,07/25/2013,Closed with explanation,Yes,No,464275
07/24/2013,Credit card,,Billing disputes,,,,HSBC North America Holdings Inc.,NY,10002,,N/A,Web,07/24/2013,Closed with explanation,Yes,No,465071
07/24/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,CT,06001,,N/A,Referral,07/26/2013,Closed with monetary relief,Yes,No,465980
07/23/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,VA,22010,,N/A,Web,07/25/2013,Closed with explanation,Yes,No,475789
08/06/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Citibank,MI,48301,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,481960
08/06/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,U.S. Bancorp,CO,80026,,N/A,Web,08/07/2013,Closed with explanation,Yes,No,481957
07/23/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,Santander Bank US,ME,04538,Older American,N/A,Web,07/24/2013,Closed with explanation,Yes,No,463887
07/23/2013,Credit card,,Payoff process,,,,U.S. Bancorp,MA,02726,,N/A,Referral,07/26/2013,Closed with explanation,Yes,Yes,463889
07/24/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,JPMorgan Chase & Co.,TN,37777,Older American,N/A,Web,07/29/2013,Closed with explanation,Yes,Yes,465093
07/24/2013,Credit card,,Billing disputes,,,,Amex,CA,92841,,N/A,Referral,08/13/2013,Closed with monetary relief,Yes,Yes,465248
08/06/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,VA,22182,,N/A,Web,08/07/2013,Closed with non-monetary relief,Yes,No,482137
08/06/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"Sterling Infosystems, Inc.",FL,32809,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,481968
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33141,,N/A,Referral,07/26/2013,Closed with explanation,Yes,Yes,465316
08/06/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Specialized Loan Servicing LLC,CA,92886,,N/A,Postal mail,08/07/2013,Closed,Yes,No,481055
07/24/2013,Credit card,,APR or interest rate,,,,PNC Bank N.A.,PA,15216,,N/A,Phone,07/26/2013,Closed with explanation,Yes,No,465121
07/24/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Citibank,NY,11743,,N/A,Web,07/26/2013,Closed with monetary relief,Yes,No,465124
07/24/2013,Credit card,,Other,,,,Amex,FL,33547,,N/A,Postal mail,07/25/2013,Closed with monetary relief,Yes,No,475638
07/23/2013,Credit card,,Billing disputes,,,,Capital One,MA,01341,,N/A,Web,07/23/2013,Closed with explanation,Yes,No,463979
07/24/2013,Credit card,,Billing disputes,,,,Bank of America,CO,80012,,N/A,Web,07/25/2013,Closed with explanation,Yes,No,465138
07/24/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NJ,08054,,N/A,Web,07/25/2013,Closed with explanation,Yes,No,465156
07/23/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Experian,FL,34988,Older American,N/A,Web,07/29/2013,Closed with non-monetary relief,Yes,No,475950
08/06/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NC,28031,,N/A,Phone,09/20/2013,Closed with explanation,Yes,No,482076
08/06/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,Stellar Recovery Inc.,NJ,07055,Older American,N/A,Postal mail,08/12/2013,Closed with explanation,Yes,No,480828
08/06/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,CA,94547,,N/A,Web,08/07/2013,Closed with explanation,Yes,No,482078
07/23/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,MI,48041,,N/A,Web,07/24/2013,Closed with explanation,Yes,No,464006
07/24/2013,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,,,"Citizens Financial Group, Inc.",PA,19055,Older American,N/A,Referral,07/26/2013,Closed with explanation,Yes,No,465189
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,90064,,N/A,Referral,07/26/2013,Closed with explanation,Yes,No,465192
08/06/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,OR,97701,,N/A,Web,08/06/2013,Closed with non-monetary relief,Yes,No,482083
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,KY,40071,,N/A,Referral,07/26/2013,Closed with explanation,Yes,No,465195
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33323,,N/A,Referral,07/29/2013,Closed with explanation,Yes,No,465198
07/24/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,92780,,N/A,Referral,07/26/2013,Closed with explanation,Yes,No,465205
08/06/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,IL,60192,,N/A,Web,08/06/2013,Closed with non-monetary relief,Yes,No,482097
07/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Regions Financial Corporation,FL,33142,Older American,N/A,Web,07/24/2013,Closed with explanation,Yes,No,464031
07/24/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,TN,37885,,N/A,Referral,07/26/2013,Closed,Yes,No,465199
07/24/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,PA,19008,,N/A,Referral,07/26/2013,Closed with explanation,Yes,No,465206
07/24/2013,Money transfers,Domestic (US) money transfer,Money was not available when promised,,,,Wells Fargo & Company,MD,21061,,N/A,Referral,07/31/2013,Closed with explanation,Yes,No,465207
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,NH,03451,Older American,N/A,Referral,07/29/2013,Closed with explanation,Yes,No,465212
07/23/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,PA,19605,,N/A,Phone,07/24/2013,Closed with explanation,Yes,No,464051
07/23/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,MD,21029,,N/A,Phone,07/25/2013,Closed with explanation,Yes,No,464059
07/24/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33024,,N/A,Referral,07/29/2013,Closed with explanation,Yes,Yes,454985
07/23/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,NY,12533,,N/A,Web,07/23/2013,Closed with non-monetary relief,Yes,No,462445
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,92701,,N/A,Referral,07/29/2013,Closed with explanation,Yes,No,465218
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,32774,,N/A,Referral,07/26/2013,Closed with explanation,Yes,No,466121
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,91764,,N/A,Referral,07/26/2013,Closed with explanation,Yes,No,454862
07/24/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,CA,90019,,N/A,Referral,07/29/2013,Closed with explanation,Yes,Yes,465224
07/23/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MD,20748,,N/A,Phone,07/24/2013,Closed with explanation,Yes,Yes,464067
07/23/2013,Credit card,,Other,,,,Discover,CT,06002,,N/A,Web,07/23/2013,Closed with explanation,Yes,No,462132
08/07/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,TX,75115,,N/A,Web,08/07/2013,Closed with explanation,Yes,No,499212
07/24/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,CA,94526,,N/A,Referral,07/26/2013,Closed with explanation,Yes,No,475460
